Vrf [V],Vdc [V],I  [nA]
0.678,0.712,0.88162
0.68,0.712,0.89885
0.682,0.712,0.91228
0.684,0.712,0.92518
0.686,0.712,0.93594
0.688,0.712,0.94535
0.69,0.712,0.95352
0.692,0.712,0.96181
0.694,0.712,0.96873
0.696,0.712,0.97508
0.698,0.712,0.98216
0.7,0.712,0.98983
0.702,0.712,0.99608
0.704,0.712,1.0022
0.706,0.712,1.0084
0.708,0.712,1.0146
0.71,0.712,1.0202
0.712,0.712,1.0252
0.714,0.712,1.029
0.716,0.712,1.0328
0.718,0.712,1.0348
0.72,0.712,1.0379
0.722,0.712,1.0414
0.724,0.712,1.0422
0.726,0.712,1.0434
0.728,0.712,1.045
0.73,0.712,1.0465
0.63,0.714,0.086116
0.632,0.714,0.047025
0.634,0.714,0.068597
0.636,0.714,0.1062
0.638,0.714,0.15556
0.64,0.714,0.21572
0.642,0.714,0.27859
0.644,0.714,0.34451
0.646,0.714,0.40914
0.648,0.714,0.46531
0.65,0.714,0.51255
0.652,0.714,0.55249
0.654,0.714,0.58782
0.656,0.714,0.61704
0.658,0.714,0.64524
0.66,0.714,0.67165
0.662,0.714,0.69635
0.664,0.714,0.72055
0.666,0.714,0.74649
0.668,0.714,0.77207
0.67,0.714,0.79806
0.672,0.714,0.82235
0.674,0.714,0.84503
0.676,0.714,0.86661
0.678,0.714,0.8857
0.68,0.714,0.90234
0.682,0.714,0.91613
0.684,0.714,0.92912
0.686,0.714,0.93978
0.688,0.714,0.94924
0.69,0.714,0.95789
0.692,0.714,0.96629
0.694,0.714,0.97444
0.696,0.714,0.98236
0.698,0.714,0.98978
0.7,0.714,0.99731
0.702,0.714,1.0046
0.704,0.714,1.0124
0.706,0.714,1.0196
0.708,0.714,1.0266
0.71,0.714,1.0336
0.712,0.714,1.0381
0.714,0.714,1.0429
0.716,0.714,1.0482
0.718,0.714,1.0522
0.72,0.714,1.0554
0.722,0.714,1.0579
0.724,0.714,1.0602
0.726,0.714,1.0619
0.728,0.714,1.0634
0.73,0.714,1.0651
0.63,0.716,0.083901
0.632,0.716,0.045275
0.634,0.716,0.066761
0.636,0.716,0.10382
0.638,0.716,0.15274
0.64,0.716,0.21609
0.642,0.716,0.27589
0.644,0.716,0.34269
0.646,0.716,0.4047
0.648,0.716,0.46229
0.65,0.716,0.51047
0.652,0.716,0.55128
0.654,0.716,0.58569
0.656,0.716,0.61851
0.658,0.716,0.64462
0.66,0.716,0.67057
0.662,0.716,0.69704
0.664,0.716,0.72284
0.666,0.716,0.74901
0.668,0.716,0.77851
0.67,0.716,0.80321
0.672,0.716,0.82783
0.674,0.716,0.84898
0.676,0.716,0.86985
0.678,0.716,0.8894
0.68,0.716,0.90618
0.682,0.716,0.92138
0.684,0.716,0.934
0.686,0.716,0.94411
0.688,0.716,0.95308
0.69,0.716,0.96238
0.692,0.716,0.97103
0.694,0.716,0.97971
0.696,0.716,0.98876
0.698,0.716,0.99754
0.7,0.716,1.007
0.702,0.716,1.0161
0.704,0.716,1.0249
0.706,0.716,1.0337
0.708,0.716,1.0419
0.71,0.716,1.0485
0.712,0.716,1.0559
0.714,0.716,1.0625
0.716,0.716,1.0669
0.718,0.716,1.0715
0.72,0.716,1.076
0.722,0.716,1.0791
0.724,0.716,1.0821
0.726,0.716,1.0851
0.728,0.716,1.0854
0.73,0.716,1.0865
0.63,0.718,0.083345
0.632,0.718,0.044958
0.634,0.718,0.067167
0.636,0.718,0.10393
0.638,0.718,0.15692
0.64,0.718,0.21743
0.642,0.718,0.2849
0.644,0.718,0.35291
0.646,0.718,0.41351
0.648,0.718,0.46621
0.65,0.718,0.5135
0.652,0.718,0.55371
0.654,0.718,0.58858
0.656,0.718,0.62002
0.658,0.718,0.64729
0.66,0.718,0.67337
0.662,0.718,0.70382
0.664,0.718,0.72797
0.666,0.718,0.75411
0.668,0.718,0.77997
0.67,0.718,0.80525
0.672,0.718,0.82835
0.674,0.718,0.85065
0.676,0.718,0.87214
0.678,0.718,0.89235
0.68,0.718,0.91101
0.682,0.718,0.92536
0.684,0.718,0.93699
0.686,0.718,0.94774
0.688,0.718,0.95775
0.69,0.718,0.96705
0.692,0.718,0.97631
0.694,0.718,0.98574
0.696,0.718,0.99511
0.698,0.718,1.0049
0.7,0.718,1.016
0.702,0.718,1.0273
0.704,0.718,1.038
0.706,0.718,1.0477
0.708,0.718,1.0582
0.71,0.718,1.0681
0.712,0.718,1.0751
0.714,0.718,1.0827
0.716,0.718,1.0901
0.718,0.718,1.0956
0.72,0.718,1.0997
0.722,0.718,1.1036
0.724,0.718,1.1079
0.726,0.718,1.1112
0.728,0.718,1.1129
0.73,0.718,1.1141
0.63,0.72,0.089707
0.632,0.72,0.050858
0.634,0.72,0.071119
0.636,0.72,0.10927
0.638,0.72,0.16062
0.64,0.72,0.23132
0.642,0.72,0.28663
0.644,0.72,0.35299
0.646,0.72,0.41782
0.648,0.72,0.4722
0.65,0.72,0.51938
0.652,0.72,0.55932
0.654,0.72,0.59438
0.656,0.72,0.62487
0.658,0.72,0.65259
0.66,0.72,0.67905
0.662,0.72,0.70658
0.664,0.72,0.73125
0.666,0.72,0.75722
0.668,0.72,0.78321
0.67,0.72,0.80871
0.672,0.72,0.83529
0.674,0.72,0.85582
0.676,0.72,0.87779
0.678,0.72,0.89563
0.68,0.72,0.9119
0.682,0.72,0.92579
0.684,0.72,0.93875
0.686,0.72,0.95023
0.688,0.72,0.9604
0.69,0.72,0.97006
0.692,0.72,0.97853
0.694,0.72,0.98754
0.696,0.72,0.99747
0.698,0.72,1.0086
0.7,0.72,1.021
0.702,0.72,1.0342
0.704,0.72,1.0478
0.706,0.72,1.0619
0.708,0.72,1.0738
0.71,0.72,1.0842
0.712,0.72,1.0946
0.714,0.72,1.1052
0.716,0.72,1.1144
0.718,0.72,1.1218
0.72,0.72,1.1288
0.722,0.72,1.1333
0.724,0.72,1.1367
0.726,0.72,1.1395
0.728,0.72,1.1438
0.73,0.72,1.1474
0.63,0.722,0.076725
0.632,0.722,0.043671
0.634,0.722,0.06565
0.636,0.722,0.10292
0.638,0.722,0.15107
0.64,0.722,0.20983
0.642,0.722,0.28036
0.644,0.722,0.3452
0.646,0.722,0.40503
0.648,0.722,0.46375
0.65,0.722,0.51206
0.652,0.722,0.55218
0.654,0.722,0.58842
0.656,0.722,0.61949
0.658,0.722,0.64836
0.66,0.722,0.67462
0.662,0.722,0.70053
0.664,0.722,0.7272
0.666,0.722,0.75444
0.668,0.722,0.7818
0.67,0.722,0.80748
0.672,0.722,0.83237
0.674,0.722,0.85613
0.676,0.722,0.87826
0.678,0.722,0.8967
0.68,0.722,0.91382
0.682,0.722,0.92771
0.684,0.722,0.94106
0.686,0.722,0.95227
0.688,0.722,0.96311
0.69,0.722,0.97289
0.692,0.722,0.98296
0.694,0.722,0.99365
0.696,0.722,1.0047
0.698,0.722,1.0159
0.7,0.722,1.0292
0.702,0.722,1.0433
0.704,0.722,1.0585
0.706,0.722,1.0742
0.708,0.722,1.0913
0.71,0.722,1.1054
0.712,0.722,1.1178
0.714,0.722,1.1307
0.716,0.722,1.1398
0.718,0.722,1.1488
0.72,0.722,1.1562
0.722,0.722,1.163
0.724,0.722,1.1674
0.726,0.722,1.172
0.728,0.722,1.1776
0.73,0.722,1.1816
0.63,0.724,0.084147
0.632,0.724,0.046127
0.634,0.724,0.065873
0.636,0.724,0.10529
0.638,0.724,0.15739
0.64,0.724,0.21428
0.642,0.724,0.28025
0.644,0.724,0.3468
0.646,0.724,0.41143
0.648,0.724,0.46584
0.65,0.724,0.51643
0.652,0.724,0.55611
0.654,0.724,0.59257
0.656,0.724,0.62462
0.658,0.724,0.65482
0.66,0.724,0.67899
0.662,0.724,0.70562
0.664,0.724,0.73321
0.666,0.724,0.76032
0.668,0.724,0.78583
0.67,0.724,0.81118
0.672,0.724,0.83617
0.674,0.724,0.85974
0.676,0.724,0.87975
0.678,0.724,0.89944
0.68,0.724,0.91611
0.682,0.724,0.93088
0.684,0.724,0.94441
0.686,0.724,0.95608
0.688,0.724,0.96616
0.69,0.724,0.97676
0.692,0.724,0.98709
0.694,0.724,0.99818
0.696,0.724,1.0107
0.698,0.724,1.0241
0.7,0.724,1.0387
0.702,0.724,1.0555
0.704,0.724,1.074
0.706,0.724,1.0914
0.708,0.724,1.1097
0.71,0.724,1.1243
0.712,0.724,1.1423
0.714,0.724,1.1566
0.716,0.724,1.1675
0.718,0.724,1.1776
0.72,0.724,1.1866
0.722,0.724,1.1934
0.724,0.724,1.2007
0.726,0.724,1.2072
0.728,0.724,1.2127
0.73,0.724,1.2185
0.63,0.726,0.085416
0.632,0.726,0.046943
0.634,0.726,0.069861
0.636,0.726,0.11012
0.638,0.726,0.16265
0.64,0.726,0.22264
0.642,0.726,0.29811
0.644,0.726,0.35491
0.646,0.726,0.41576
0.648,0.726,0.47177
0.65,0.726,0.51979
0.652,0.726,0.56312
0.654,0.726,0.59709
0.656,0.726,0.62754
0.658,0.726,0.65684
0.66,0.726,0.68415
0.662,0.726,0.71042
0.664,0.726,0.7383
0.666,0.726,0.76524
0.668,0.726,0.79004
0.67,0.726,0.81552
0.672,0.726,0.84008
0.674,0.726,0.86448
0.676,0.726,0.88448
0.678,0.726,0.90392
0.68,0.726,0.92112
0.682,0.726,0.93512
0.684,0.726,0.94793
0.686,0.726,0.95978
0.688,0.726,0.96975
0.69,0.726,0.98
0.692,0.726,0.99072
0.694,0.726,1.0025
0.696,0.726,1.0154
0.698,0.726,1.0296
0.7,0.726,1.0467
0.702,0.726,1.066
0.704,0.726,1.0857
0.706,0.726,1.1057
0.708,0.726,1.1257
0.71,0.726,1.1464
0.712,0.726,1.1653
0.714,0.726,1.1828
0.716,0.726,1.1987
0.718,0.726,1.213
0.72,0.726,1.2256
0.722,0.726,1.235
0.724,0.726,1.2437
0.726,0.726,1.2504
0.728,0.726,1.2569
0.73,0.726,1.2632
0.63,0.728,0.085567
0.632,0.728,0.046151
0.634,0.728,0.068859
0.636,0.728,0.1076
0.638,0.728,0.15732
0.64,0.728,0.21771
0.642,0.728,0.28481
0.644,0.728,0.3554
0.646,0.728,0.41707
0.648,0.728,0.47192
0.65,0.728,0.52046
0.652,0.728,0.56168
0.654,0.728,0.59761
0.656,0.728,0.62717
0.658,0.728,0.65785
0.66,0.728,0.6855
0.662,0.728,0.71198
0.664,0.728,0.73937
0.666,0.728,0.76619
0.668,0.728,0.79153
0.67,0.728,0.81669
0.672,0.728,0.84132
0.674,0.728,0.86498
0.676,0.728,0.88665
0.678,0.728,0.9061
0.68,0.728,0.92364
0.682,0.728,0.93819
0.684,0.728,0.95153
0.686,0.728,0.96242
0.688,0.728,0.97363
0.69,0.728,0.98454
0.692,0.728,0.9957
0.694,0.728,1.0081
0.696,0.728,1.0212
0.698,0.728,1.0364
0.7,0.728,1.0538
0.702,0.728,1.0729
0.704,0.728,1.0955
0.706,0.728,1.1175
0.708,0.728,1.1406
0.71,0.728,1.1642
0.712,0.728,1.1878
0.714,0.728,1.209
0.716,0.728,1.2294
0.718,0.728,1.2458
0.72,0.728,1.2585
0.722,0.728,1.2715
0.724,0.728,1.2825
0.726,0.728,1.291
0.728,0.728,1.2976
0.73,0.728,1.304
0.63,0.73,0.08942
0.632,0.73,0.049986
0.634,0.73,0.076874
0.636,0.73,0.11174
0.638,0.73,0.16191
0.64,0.73,0.22533
0.642,0.73,0.29268
0.644,0.73,0.36374
0.646,0.73,0.4235
0.648,0.73,0.48202
0.65,0.73,0.52926
0.652,0.73,0.57016
0.654,0.73,0.60652
0.656,0.73,0.63769
0.658,0.73,0.66469
0.66,0.73,0.69087
0.662,0.73,0.71907
0.664,0.73,0.74408
0.666,0.73,0.77067
0.668,0.73,0.79753
0.67,0.73,0.82201
0.672,0.73,0.84738
0.674,0.73,0.8718
0.676,0.73,0.89088
0.678,0.73,0.91032
0.68,0.73,0.92637
0.682,0.73,0.94049
0.684,0.73,0.95376
0.686,0.73,0.96599
0.688,0.73,0.97652
0.69,0.73,0.98838
0.692,0.73,0.99969
0.694,0.73,1.0115
0.696,0.73,1.0249
0.698,0.73,1.0413
0.7,0.73,1.0606
0.702,0.73,1.0814
0.704,0.73,1.1052
0.706,0.73,1.1322
0.708,0.73,1.1603
0.71,0.73,1.1859
0.712,0.73,1.2105
0.714,0.73,1.2359
0.716,0.73,1.258
0.718,0.73,1.2779
0.72,0.73,1.2935
0.722,0.73,1.3077
0.724,0.73,1.3201
0.726,0.73,1.3311
0.728,0.73,1.3404
0.73,0.73,1.3486
